subject,body,label,subtype
Time-sensitive legal matter - your action needed,"Dear Anjali,

I'm assisting Karan Choudhary on a confidential legal matter regarding Meridian Exports. We need a payment of ₹4,85,000 processed urgently, within the hour to settle this before it escalates. Please treat this as strictly confidential.

Regards,
Legal Counsel",bec,fake_legal_compliance_request
Reminder: INV-44803 payment pending,"Dear Vikram,

This is a friendly reminder that invoice INV-44803 (₹22,30,000) from Nova Industries is still pending payment. Kindly process this as soon as possible using the account details previously shared, and send confirmation once done.

Regards,
Karan Bansal",bec,fake_vendor_payment_reminder
Update to my direct deposit details,"Hi HR Team,

I recently switched banks and need to update my direct deposit information for payroll. Please update my account to the new details I'll send in a follow-up, and confirm the change takes effect from the next pay cycle.

Thanks,
Sanjay Reddy",bec,hr_payroll_redirect
Outstanding invoice INV-73335 - payment overdue,"Hello Deepa,

Invoice INV-73335 for $6,200 remains outstanding. Please process payment immediately to our updated beneficiary account (details attached) to avoid service disruption.

Regards,
Vikram Mehta
Crestline Traders",bec,vendor_invoice_fraud
Updated payment details for INV-56112,"Dear Neha,

Please note that our banking details have changed. For invoice INV-56112 (amount ₹1,25,000), kindly remit payment to our new account at SBI going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, Vertex Solutions",bec,vendor_invoice_fraud
Updated payment details for INV-81376,"Dear Rohit,

Please note that our banking details have changed. For invoice INV-81376 (amount ₹12,40,000), kindly remit payment to our new account at SBI going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, Orion Manufacturing",bec,vendor_invoice_fraud
Reminder: INV-60351 payment pending,"Dear Kavita,

This is a friendly reminder that invoice INV-60351 (₹9,60,000) from BlueRidge Textiles is still pending payment. Kindly process this as soon as possible using the account details previously shared, and send confirmation once done.

Regards,
Sunita Gupta",bec,fake_vendor_payment_reminder
Payroll account change request - immediately,"Hello,

Could you please update my salary account details on file? My previous account is no longer active. Please confirm immediately so my next paycheck isn't delayed.

Regards,
Kavita Nair",bec,hr_payroll_redirect
"Payroll account change request - urgently, within the hour","Hello,

Could you please update my salary account details on file? My previous account is no longer active. Please confirm urgently, within the hour so my next paycheck isn't delayed.

Regards,
Rajesh Iyer",bec,hr_payroll_redirect
Updated payment details for INV-16734,"Dear Vikram,

Please note that our banking details have changed. For invoice INV-16734 (amount ₹2,75,500), kindly remit payment to our new account at Axis Bank going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, Falcon Enterprises",bec,vendor_invoice_fraud
Quick request - before end of day,"Hi Anjali,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of ₹1,25,000 to a new vendor account before end of day. I'll send the account details separately - please confirm you're available to action this now.

Regards,
Anjali Sharma
CEO, BlueRidge Textiles",bec,fake_ceo_wire_request
Time-sensitive legal matter - your action needed,"Dear Vikram,

I'm assisting Sanjay Choudhary on a confidential legal matter regarding Meridian Exports. We need a payment of ₹2,75,500 processed urgently, within the hour to settle this before it escalates. Please treat this as strictly confidential.

Regards,
Legal Counsel",bec,fake_legal_compliance_request
Updated payment details for INV-97026,"Dear Priya,

Please note that our banking details have changed. For invoice INV-97026 (amount ₹9,60,000), kindly remit payment to our new account at ICICI Bank going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, Meridian Exports",bec,vendor_invoice_fraud
Quick request - before end of day,"Hi Rohit,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of ₹2,75,500 to a new vendor account before end of day. I'll send the account details separately - please confirm you're available to action this now.

Regards,
Vikram Bansal
CEO, BlueRidge Textiles",bec,fake_ceo_wire_request
Second notice - INV-10395 overdue,"Hi Rohit,

We haven't received payment for INV-10395 (₹9,60,000). Please arrange the transfer before end of day to avoid late fees and account suspension with Nova Industries.

Thanks,
Karan Iyer",bec,fake_vendor_payment_reminder
Outstanding invoice INV-20350 - payment overdue,"Hello Sunita,

Invoice INV-20350 for ₹2,75,500 remains outstanding. Please process payment as soon as possible to our updated beneficiary account (details attached) to avoid service disruption.

Regards,
Sanjay Kapoor
Summit Logistics",bec,vendor_invoice_fraud
Quick request - before end of day,"Hi Rohit,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of ₹22,30,000 to a new vendor account before end of day. I'll send the account details separately - please confirm you're available to action this now.

Regards,
Rohit Nair
CEO, Falcon Enterprises",bec,fake_ceo_wire_request
Outstanding invoice INV-97881 - payment overdue,"Hello Sunita,

Invoice INV-97881 for ₹1,25,000 remains outstanding. Please process payment as soon as possible to our updated beneficiary account (details attached) to avoid service disruption.

Regards,
Sanjay Gupta
Meridian Exports",bec,vendor_invoice_fraud
Update to my direct deposit details,"Hi HR Team,

I recently switched banks and need to update my direct deposit information for payroll. Please update my account to the new details I'll send in a follow-up, and confirm the change takes effect from the next pay cycle.

Thanks,
Kavita Joshi",bec,hr_payroll_redirect
Compliance action required - INV-90492,"Hello Amit,

Our compliance review flagged an outstanding settlement (INV-90492, ₹4,85,000) that must be resolved before end of day to avoid regulatory penalties for Meridian Exports. Please action this personally.

Regards,
Rohit Malhotra",bec,fake_legal_compliance_request
Compliance action required - INV-85066,"Hello Vikram,

Our compliance review flagged an outstanding settlement (INV-85066, ₹12,40,000) that must be resolved immediately to avoid regulatory penalties for Falcon Enterprises. Please action this personally.

Regards,
Amit Mehta",bec,fake_legal_compliance_request
Quick request - before close of business today,"Hi Sunita,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of $6,200 to a new vendor account before close of business today. I'll send the account details separately - please confirm you're available to action this now.

Regards,
Meera Kapoor
CEO, Nova Industries",bec,fake_ceo_wire_request
Updated payment details for INV-11607,"Dear Rajesh,

Please note that our banking details have changed. For invoice INV-11607 (amount ₹12,40,000), kindly remit payment to our new account at SBI going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, Summit Logistics",bec,vendor_invoice_fraud
Reminder: INV-24089 payment pending,"Dear Vikram,

This is a friendly reminder that invoice INV-24089 (₹4,85,000) from Falcon Enterprises is still pending payment. Kindly process this before close of business today using the account details previously shared, and send confirmation once done.

Regards,
Kavita Choudhary",bec,fake_vendor_payment_reminder
Second notice - INV-99486 overdue,"Hi Neha,

We haven't received payment for INV-99486 (₹12,40,000). Please arrange the transfer as soon as possible to avoid late fees and account suspension with Meridian Exports.

Thanks,
Arjun Mehta",bec,fake_vendor_payment_reminder
Second notice - INV-90560 overdue,"Hi Deepa,

We haven't received payment for INV-90560 (₹1,25,000). Please arrange the transfer before end of day to avoid late fees and account suspension with BlueRidge Textiles.

Thanks,
Karan Iyer",bec,fake_vendor_payment_reminder
Compliance action required - INV-53874,"Hello Arjun,

Our compliance review flagged an outstanding settlement (INV-53874, ₹22,30,000) that must be resolved before close of business today to avoid regulatory penalties for Meridian Exports. Please action this personally.

Regards,
Neha Choudhary",bec,fake_legal_compliance_request
Payroll account change request - immediately,"Hello,

Could you please update my salary account details on file? My previous account is no longer active. Please confirm immediately so my next paycheck isn't delayed.

Regards,
Amit Verma",bec,hr_payroll_redirect
Reminder: INV-94136 payment pending,"Dear Karan,

This is a friendly reminder that invoice INV-94136 (₹9,60,000) from Nova Industries is still pending payment. Kindly process this urgently, within the hour using the account details previously shared, and send confirmation once done.

Regards,
Anjali Kapoor",bec,fake_vendor_payment_reminder
Quick request - before close of business today,"Hi Meera,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of $6,200 to a new vendor account before close of business today. I'll send the account details separately - please confirm you're available to action this now.

Regards,
Rajesh Verma
CEO, Orion Manufacturing",bec,fake_ceo_wire_request
Outstanding invoice INV-25220 - payment overdue,"Hello Priya,

Invoice INV-25220 for ₹22,30,000 remains outstanding. Please process payment immediately to our updated beneficiary account (details attached) to avoid service disruption.

Regards,
Amit Sharma
Nova Industries",bec,vendor_invoice_fraud
Payroll account change request - before end of day,"Hello,

Could you please update my salary account details on file? My previous account is no longer active. Please confirm before end of day so my next paycheck isn't delayed.

Regards,
Karan Nair",bec,hr_payroll_redirect
Updated payment details for INV-48829,"Dear Deepa,

Please note that our banking details have changed. For invoice INV-48829 (amount $18,500), kindly remit payment to our new account at HDFC Bank going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, Crestline Traders",bec,vendor_invoice_fraud
Updated payment details for INV-69048,"Dear Amit,

Please note that our banking details have changed. For invoice INV-69048 (amount $6,200), kindly remit payment to our new account at HDFC Bank going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, Summit Logistics",bec,vendor_invoice_fraud
Time-sensitive legal matter - your action needed,"Dear Deepa,

I'm assisting Rohit Bansal on a confidential legal matter regarding Falcon Enterprises. We need a payment of ₹2,75,500 processed before end of day to settle this before it escalates. Please treat this as strictly confidential.

Regards,
Legal Counsel",bec,fake_legal_compliance_request
Quick request - as soon as possible,"Hi Meera,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of ₹1,25,000 to a new vendor account as soon as possible. I'll send the account details separately - please confirm you're available to action this now.

Regards,
Rohit Iyer
CEO, Orion Manufacturing",bec,fake_ceo_wire_request
Compliance action required - INV-77632,"Hello Rajesh,

Our compliance review flagged an outstanding settlement (INV-77632, $18,500) that must be resolved before end of day to avoid regulatory penalties for BlueRidge Textiles. Please action this personally.

Regards,
Meera Nair",bec,fake_legal_compliance_request
Outstanding invoice INV-71993 - payment overdue,"Hello Anjali,

Invoice INV-71993 for ₹1,25,000 remains outstanding. Please process payment before close of business today to our updated beneficiary account (details attached) to avoid service disruption.

Regards,
Arjun Reddy
Meridian Exports",bec,vendor_invoice_fraud
Confidential - handle personally,"Hi Sanjay,

This is confidential, please don't discuss it with anyone else on the team yet. I need ₹9,60,000 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this immediately?

Thanks,
Amit Kapoor",bec,fake_ceo_wire_request
Outstanding invoice INV-89482 - payment overdue,"Hello Meera,

Invoice INV-89482 for ₹4,85,000 remains outstanding. Please process payment before close of business today to our updated beneficiary account (details attached) to avoid service disruption.

Regards,
Rohit Kapoor
Crestline Traders",bec,vendor_invoice_fraud
Compliance action required - INV-37082,"Hello Deepa,

Our compliance review flagged an outstanding settlement (INV-37082, ₹2,75,500) that must be resolved before end of day to avoid regulatory penalties for Meridian Exports. Please action this personally.

Regards,
Neha Bansal",bec,fake_legal_compliance_request
Compliance action required - INV-89064,"Hello Meera,

Our compliance review flagged an outstanding settlement (INV-89064, ₹1,25,000) that must be resolved before end of day to avoid regulatory penalties for Summit Logistics. Please action this personally.

Regards,
Meera Malhotra",bec,fake_legal_compliance_request
Update to my direct deposit details,"Hi HR Team,

I recently switched banks and need to update my direct deposit information for payroll. Please update my account to the new details I'll send in a follow-up, and confirm the change takes effect from the next pay cycle.

Thanks,
Rajesh Gupta",bec,hr_payroll_redirect
Second notice - INV-28777 overdue,"Hi Neha,

We haven't received payment for INV-28777 (₹9,60,000). Please arrange the transfer as soon as possible to avoid late fees and account suspension with Vertex Solutions.

Thanks,
Anjali Choudhary",bec,fake_vendor_payment_reminder
Second notice - INV-35200 overdue,"Hi Kavita,

We haven't received payment for INV-35200 (₹22,30,000). Please arrange the transfer before end of day to avoid late fees and account suspension with Vertex Solutions.

Thanks,
Sanjay Nair",bec,fake_vendor_payment_reminder
Compliance action required - INV-68429,"Hello Priya,

Our compliance review flagged an outstanding settlement (INV-68429, $18,500) that must be resolved urgently, within the hour to avoid regulatory penalties for Crestline Traders. Please action this personally.

Regards,
Rajesh Verma",bec,fake_legal_compliance_request
Time-sensitive legal matter - your action needed,"Dear Neha,

I'm assisting Arjun Mehta on a confidential legal matter regarding Orion Manufacturing. We need a payment of ₹9,60,000 processed immediately to settle this before it escalates. Please treat this as strictly confidential.

Regards,
Legal Counsel",bec,fake_legal_compliance_request
Confidential - handle personally,"Hi Neha,

This is confidential, please don't discuss it with anyone else on the team yet. I need $18,500 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this before end of day?

Thanks,
Vikram Kapoor",bec,fake_ceo_wire_request
Confidential - handle personally,"Hi Anjali,

This is confidential, please don't discuss it with anyone else on the team yet. I need ₹12,40,000 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this as soon as possible?

Thanks,
Arjun Nair",bec,fake_ceo_wire_request
Confidential - handle personally,"Hi Neha,

This is confidential, please don't discuss it with anyone else on the team yet. I need ₹1,25,000 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this before close of business today?

Thanks,
Sunita Malhotra",bec,fake_ceo_wire_request
Compliance action required - INV-49932,"Hello Anjali,

Our compliance review flagged an outstanding settlement (INV-49932, ₹2,75,500) that must be resolved immediately to avoid regulatory penalties for Falcon Enterprises. Please action this personally.

Regards,
Anjali Reddy",bec,fake_legal_compliance_request
Payroll account change request - before end of day,"Hello,

Could you please update my salary account details on file? My previous account is no longer active. Please confirm before end of day so my next paycheck isn't delayed.

Regards,
Vikram Bansal",bec,hr_payroll_redirect
Payroll account change request - before end of day,"Hello,

Could you please update my salary account details on file? My previous account is no longer active. Please confirm before end of day so my next paycheck isn't delayed.

Regards,
Amit Bansal",bec,hr_payroll_redirect
Confidential - handle personally,"Hi Deepa,

This is confidential, please don't discuss it with anyone else on the team yet. I need ₹12,40,000 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this immediately?

Thanks,
Sanjay Sharma",bec,fake_ceo_wire_request
Second notice - INV-90599 overdue,"Hi Vikram,

We haven't received payment for INV-90599 ($6,200). Please arrange the transfer immediately to avoid late fees and account suspension with BlueRidge Textiles.

Thanks,
Sunita Bansal",bec,fake_vendor_payment_reminder
Update to my direct deposit details,"Hi HR Team,

I recently switched banks and need to update my direct deposit information for payroll. Please update my account to the new details I'll send in a follow-up, and confirm the change takes effect from the next pay cycle.

Thanks,
Arjun Kapoor",bec,hr_payroll_redirect
Time-sensitive legal matter - your action needed,"Dear Rajesh,

I'm assisting Sanjay Bansal on a confidential legal matter regarding Meridian Exports. We need a payment of ₹12,40,000 processed as soon as possible to settle this before it escalates. Please treat this as strictly confidential.

Regards,
Legal Counsel",bec,fake_legal_compliance_request
Compliance action required - INV-88246,"Hello Sunita,

Our compliance review flagged an outstanding settlement (INV-88246, ₹1,25,000) that must be resolved before close of business today to avoid regulatory penalties for Crestline Traders. Please action this personally.

Regards,
Kavita Verma",bec,fake_legal_compliance_request
Second notice - INV-17292 overdue,"Hi Priya,

We haven't received payment for INV-17292 (₹22,30,000). Please arrange the transfer before close of business today to avoid late fees and account suspension with Falcon Enterprises.

Thanks,
Rohit Reddy",bec,fake_vendor_payment_reminder
Reminder: INV-53652 payment pending,"Dear Arjun,

This is a friendly reminder that invoice INV-53652 (₹2,75,500) from Nova Industries is still pending payment. Kindly process this before close of business today using the account details previously shared, and send confirmation once done.

Regards,
Sanjay Sharma",bec,fake_vendor_payment_reminder
Quick request - as soon as possible,"Hi Kavita,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of ₹12,40,000 to a new vendor account as soon as possible. I'll send the account details separately - please confirm you're available to action this now.

Regards,
Neha Verma
CEO, Nova Industries",bec,fake_ceo_wire_request
Confidential - handle personally,"Hi Deepa,

This is confidential, please don't discuss it with anyone else on the team yet. I need ₹4,85,000 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this as soon as possible?

Thanks,
Amit Mehta",bec,fake_ceo_wire_request
Confidential - handle personally,"Hi Amit,

This is confidential, please don't discuss it with anyone else on the team yet. I need $18,500 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this before close of business today?

Thanks,
Amit Reddy",bec,fake_ceo_wire_request
Update to my direct deposit details,"Hi HR Team,

I recently switched banks and need to update my direct deposit information for payroll. Please update my account to the new details I'll send in a follow-up, and confirm the change takes effect from the next pay cycle.

Thanks,
Rohit Choudhary",bec,hr_payroll_redirect
Confidential - handle personally,"Hi Arjun,

This is confidential, please don't discuss it with anyone else on the team yet. I need $6,200 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this immediately?

Thanks,
Karan Choudhary",bec,fake_ceo_wire_request
Outstanding invoice INV-74139 - payment overdue,"Hello Arjun,

Invoice INV-74139 for ₹12,40,000 remains outstanding. Please process payment as soon as possible to our updated beneficiary account (details attached) to avoid service disruption.

Regards,
Anjali Bansal
Summit Logistics",bec,vendor_invoice_fraud
Compliance action required - INV-15856,"Hello Deepa,

Our compliance review flagged an outstanding settlement (INV-15856, ₹9,60,000) that must be resolved immediately to avoid regulatory penalties for Vertex Solutions. Please action this personally.

Regards,
Deepa Mehta",bec,fake_legal_compliance_request
Update to my direct deposit details,"Hi HR Team,

I recently switched banks and need to update my direct deposit information for payroll. Please update my account to the new details I'll send in a follow-up, and confirm the change takes effect from the next pay cycle.

Thanks,
Meera Sharma",bec,hr_payroll_redirect
Time-sensitive legal matter - your action needed,"Dear Rohit,

I'm assisting Anjali Malhotra on a confidential legal matter regarding Meridian Exports. We need a payment of ₹9,60,000 processed immediately to settle this before it escalates. Please treat this as strictly confidential.

Regards,
Legal Counsel",bec,fake_legal_compliance_request
Confidential - handle personally,"Hi Sunita,

This is confidential, please don't discuss it with anyone else on the team yet. I need $18,500 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this before close of business today?

Thanks,
Vikram Sharma",bec,fake_ceo_wire_request
Confidential - handle personally,"Hi Anjali,

This is confidential, please don't discuss it with anyone else on the team yet. I need ₹2,75,500 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this immediately?

Thanks,
Deepa Gupta",bec,fake_ceo_wire_request
Update to my direct deposit details,"Hi HR Team,

I recently switched banks and need to update my direct deposit information for payroll. Please update my account to the new details I'll send in a follow-up, and confirm the change takes effect from the next pay cycle.

Thanks,
Kavita Malhotra",bec,hr_payroll_redirect
Updated payment details for INV-64165,"Dear Neha,

Please note that our banking details have changed. For invoice INV-64165 (amount ₹22,30,000), kindly remit payment to our new account at Kotak Mahindra Bank going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, Nova Industries",bec,vendor_invoice_fraud
"Quick request - urgently, within the hour","Hi Sunita,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of ₹12,40,000 to a new vendor account urgently, within the hour. I'll send the account details separately - please confirm you're available to action this now.

Regards,
Sanjay Iyer
CEO, Summit Logistics",bec,fake_ceo_wire_request
Second notice - INV-55371 overdue,"Hi Arjun,

We haven't received payment for INV-55371 (₹22,30,000). Please arrange the transfer before end of day to avoid late fees and account suspension with Orion Manufacturing.

Thanks,
Sanjay Kapoor",bec,fake_vendor_payment_reminder
Second notice - INV-79316 overdue,"Hi Amit,

We haven't received payment for INV-79316 ($6,200). Please arrange the transfer before end of day to avoid late fees and account suspension with BlueRidge Textiles.

Thanks,
Rohit Nair",bec,fake_vendor_payment_reminder
Payroll account change request - before close of business today,"Hello,

Could you please update my salary account details on file? My previous account is no longer active. Please confirm before close of business today so my next paycheck isn't delayed.

Regards,
Meera Mehta",bec,hr_payroll_redirect
Confidential - handle personally,"Hi Sunita,

This is confidential, please don't discuss it with anyone else on the team yet. I need $6,200 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this before end of day?

Thanks,
Deepa Bansal",bec,fake_ceo_wire_request
Time-sensitive legal matter - your action needed,"Dear Sunita,

I'm assisting Anjali Kapoor on a confidential legal matter regarding Vertex Solutions. We need a payment of ₹2,75,500 processed as soon as possible to settle this before it escalates. Please treat this as strictly confidential.

Regards,
Legal Counsel",bec,fake_legal_compliance_request
Second notice - INV-83242 overdue,"Hi Amit,

We haven't received payment for INV-83242 (₹4,85,000). Please arrange the transfer before close of business today to avoid late fees and account suspension with Falcon Enterprises.

Thanks,
Sanjay Kapoor",bec,fake_vendor_payment_reminder
"Quick request - urgently, within the hour","Hi Amit,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of $18,500 to a new vendor account urgently, within the hour. I'll send the account details separately - please confirm you're available to action this now.

Regards,
Kavita Kapoor
CEO, Crestline Traders",bec,fake_ceo_wire_request
Payroll account change request - immediately,"Hello,

Could you please update my salary account details on file? My previous account is no longer active. Please confirm immediately so my next paycheck isn't delayed.

Regards,
Rohit Malhotra",bec,hr_payroll_redirect
Reminder: INV-16377 payment pending,"Dear Arjun,

This is a friendly reminder that invoice INV-16377 (₹1,25,000) from Orion Manufacturing is still pending payment. Kindly process this immediately using the account details previously shared, and send confirmation once done.

Regards,
Sanjay Mehta",bec,fake_vendor_payment_reminder
Updated payment details for INV-96846,"Dear Meera,

Please note that our banking details have changed. For invoice INV-96846 (amount ₹9,60,000), kindly remit payment to our new account at SBI going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, Meridian Exports",bec,vendor_invoice_fraud
Second notice - INV-18094 overdue,"Hi Sanjay,

We haven't received payment for INV-18094 (₹12,40,000). Please arrange the transfer as soon as possible to avoid late fees and account suspension with BlueRidge Textiles.

Thanks,
Deepa Nair",bec,fake_vendor_payment_reminder
Time-sensitive legal matter - your action needed,"Dear Amit,

I'm assisting Deepa Joshi on a confidential legal matter regarding Falcon Enterprises. We need a payment of ₹4,85,000 processed immediately to settle this before it escalates. Please treat this as strictly confidential.

Regards,
Legal Counsel",bec,fake_legal_compliance_request
"Quick request - urgently, within the hour","Hi Amit,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of $18,500 to a new vendor account urgently, within the hour. I'll send the account details separately - please confirm you're available to action this now.

Regards,
Vikram Iyer
CEO, Orion Manufacturing",bec,fake_ceo_wire_request
Reminder: INV-21506 payment pending,"Dear Priya,

This is a friendly reminder that invoice INV-21506 (₹22,30,000) from Falcon Enterprises is still pending payment. Kindly process this urgently, within the hour using the account details previously shared, and send confirmation once done.

Regards,
Amit Verma",bec,fake_vendor_payment_reminder
Updated payment details for INV-71433,"Dear Anjali,

Please note that our banking details have changed. For invoice INV-71433 (amount ₹12,40,000), kindly remit payment to our new account at SBI going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, Crestline Traders",bec,vendor_invoice_fraud
Time-sensitive legal matter - your action needed,"Dear Anjali,

I'm assisting Rohit Malhotra on a confidential legal matter regarding Falcon Enterprises. We need a payment of ₹4,85,000 processed as soon as possible to settle this before it escalates. Please treat this as strictly confidential.

Regards,
Legal Counsel",bec,fake_legal_compliance_request
Confidential - handle personally,"Hi Vikram,

This is confidential, please don't discuss it with anyone else on the team yet. I need $18,500 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this urgently, within the hour?

Thanks,
Meera Reddy",bec,fake_ceo_wire_request
Confidential - handle personally,"Hi Amit,

This is confidential, please don't discuss it with anyone else on the team yet. I need ₹9,60,000 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this immediately?

Thanks,
Deepa Nair",bec,fake_ceo_wire_request
Time-sensitive legal matter - your action needed,"Dear Priya,

I'm assisting Deepa Gupta on a confidential legal matter regarding Nova Industries. We need a payment of ₹22,30,000 processed immediately to settle this before it escalates. Please treat this as strictly confidential.

Regards,
Legal Counsel",bec,fake_legal_compliance_request
Updated payment details for INV-13783,"Dear Sanjay,

Please note that our banking details have changed. For invoice INV-13783 (amount ₹12,40,000), kindly remit payment to our new account at SBI going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, Falcon Enterprises",bec,vendor_invoice_fraud
Outstanding invoice INV-94109 - payment overdue,"Hello Vikram,

Invoice INV-94109 for $18,500 remains outstanding. Please process payment as soon as possible to our updated beneficiary account (details attached) to avoid service disruption.

Regards,
Sunita Verma
Falcon Enterprises",bec,vendor_invoice_fraud
Time-sensitive legal matter - your action needed,"Dear Rohit,

I'm assisting Karan Nair on a confidential legal matter regarding BlueRidge Textiles. We need a payment of ₹4,85,000 processed before end of day to settle this before it escalates. Please treat this as strictly confidential.

Regards,
Legal Counsel",bec,fake_legal_compliance_request
Payroll account change request - immediately,"Hello,

Could you please update my salary account details on file? My previous account is no longer active. Please confirm immediately so my next paycheck isn't delayed.

Regards,
Karan Nair",bec,hr_payroll_redirect
Quick request - as soon as possible,"Hi Kavita,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of ₹12,40,000 to a new vendor account as soon as possible. I'll send the account details separately - please confirm you're available to action this now.

Regards,
Sunita Verma
CEO, Falcon Enterprises",bec,fake_ceo_wire_request
Updated payment details for INV-74251,"Dear Priya,

Please note that our banking details have changed. For invoice INV-74251 (amount $6,200), kindly remit payment to our new account at HDFC Bank going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, Vertex Solutions",bec,vendor_invoice_fraud
Update to my direct deposit details,"Hi HR Team,

I recently switched banks and need to update my direct deposit information for payroll. Please update my account to the new details I'll send in a follow-up, and confirm the change takes effect from the next pay cycle.

Thanks,
Arjun Choudhary",bec,hr_payroll_redirect
Confidential - handle personally,"Hi Sanjay,

This is confidential, please don't discuss it with anyone else on the team yet. I need ₹4,85,000 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this as soon as possible?

Thanks,
Rajesh Verma",bec,fake_ceo_wire_request
Outstanding invoice INV-26547 - payment overdue,"Hello Arjun,

Invoice INV-26547 for ₹4,85,000 remains outstanding. Please process payment as soon as possible to our updated beneficiary account (details attached) to avoid service disruption.

Regards,
Rohit Malhotra
Summit Logistics",bec,vendor_invoice_fraud
Update to my direct deposit details,"Hi HR Team,

I recently switched banks and need to update my direct deposit information for payroll. Please update my account to the new details I'll send in a follow-up, and confirm the change takes effect from the next pay cycle.

Thanks,
Anjali Sharma",bec,hr_payroll_redirect
Compliance action required - INV-96193,"Hello Karan,

Our compliance review flagged an outstanding settlement (INV-96193, $18,500) that must be resolved urgently, within the hour to avoid regulatory penalties for BlueRidge Textiles. Please action this personally.

Regards,
Neha Bansal",bec,fake_legal_compliance_request
Outstanding invoice INV-48696 - payment overdue,"Hello Sunita,

Invoice INV-48696 for ₹9,60,000 remains outstanding. Please process payment immediately to our updated beneficiary account (details attached) to avoid service disruption.

Regards,
Arjun Choudhary
Vertex Solutions",bec,vendor_invoice_fraud
Updated payment details for INV-19961,"Dear Rajesh,

Please note that our banking details have changed. For invoice INV-19961 (amount $18,500), kindly remit payment to our new account at SBI going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, Meridian Exports",bec,vendor_invoice_fraud
Outstanding invoice INV-68287 - payment overdue,"Hello Arjun,

Invoice INV-68287 for ₹22,30,000 remains outstanding. Please process payment before end of day to our updated beneficiary account (details attached) to avoid service disruption.

Regards,
Vikram Sharma
Vertex Solutions",bec,vendor_invoice_fraud
Time-sensitive legal matter - your action needed,"Dear Sunita,

I'm assisting Arjun Choudhary on a confidential legal matter regarding Orion Manufacturing. We need a payment of ₹1,25,000 processed before close of business today to settle this before it escalates. Please treat this as strictly confidential.

Regards,
Legal Counsel",bec,fake_legal_compliance_request
Confidential - handle personally,"Hi Deepa,

This is confidential, please don't discuss it with anyone else on the team yet. I need ₹1,25,000 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this immediately?

Thanks,
Vikram Reddy",bec,fake_ceo_wire_request
Updated payment details for INV-89905,"Dear Vikram,

Please note that our banking details have changed. For invoice INV-89905 (amount ₹4,85,000), kindly remit payment to our new account at Axis Bank going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, Meridian Exports",bec,vendor_invoice_fraud
Compliance action required - INV-91924,"Hello Kavita,

Our compliance review flagged an outstanding settlement (INV-91924, $18,500) that must be resolved before close of business today to avoid regulatory penalties for Vertex Solutions. Please action this personally.

Regards,
Karan Verma",bec,fake_legal_compliance_request
Quick request - before end of day,"Hi Arjun,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of ₹1,25,000 to a new vendor account before end of day. I'll send the account details separately - please confirm you're available to action this now.

Regards,
Priya Joshi
CEO, Crestline Traders",bec,fake_ceo_wire_request
Payroll account change request - before close of business today,"Hello,

Could you please update my salary account details on file? My previous account is no longer active. Please confirm before close of business today so my next paycheck isn't delayed.

Regards,
Kavita Bansal",bec,hr_payroll_redirect
